N,P,K,temperature,humidity,ph,rainfall,label
3.138504312,27.5230549,44.80594063,24.04041061,92.87205117,6.917504634,114.4978772,pomegranate
40.96649945,30.35872494,43.80582805,24.62509354,89.82375261,7.214951047,111.6047462,pomegranate
13.71317422,26.01037999,40.28304157,20.37818056,93.14734337,6.291674796,99.05409622,pomegranate
36.60460793,13.86969482,38.29176203,21.06326687,98.92604467,6.978866555,103.1486972,pomegranate
34.71715709,9.327467848,37.23091209,22.20004031,84.15604776,6.211180242,108.3592725,pomegranate
30.42838763,13.41715934,37.5574151,21.95513358,84.33683247,6.593736301,107.2890316,pomegranate
18.53123413,21.4128157,34.67260352,23.86476627,99.67282263,6.595038052,114.5592217,pomegranate
8.36881378,23.67372693,36.13996477,19.14220669,83.87933195,7.2737136,105.3815303,pomegranate
15.12898575,5.726513719,42.24115607,19.35663215,87.91407322,7.046099913,111.173513,pomegranate
0,4.990392126,37.38194687,25.55506426,86.77975525,6.060019286,106.2265173,pomegranate
22.38104274,9.399492494,43.79841164,25.2009974,88.68010543,5.757664141,112.6246617,pomegranate
13.72347673,7.934268918,42.24002975,21.56660266,97.16530793,7.022953278,113.075156,pomegranate
31.2002564,10.7531493,46.13180626,23.77002218,89.22043738,6.003698801,112.9920227,pomegranate
40.11212947,17.70475536,44.14880948,17.2546922,86.43276703,6.770514824,103.9185285,pomegranate
9.504397858,4.83371029,41.1117431,19.8633655,89.16225966,6.853257409,113.1833003,pomegranate
7.765646226,26.61081782,38.94116604,22.42914468,92.33595278,6.511388973,108.3327471,pomegranate
30.74885568,13.51521946,43.06062891,22.45213875,96.22239318,6.061205801,110.8998359,pomegranate
17.71977297,9.077690498,41.75635181,19.26406267,86.60064996,5.430227369,105.1683117,pomegranate
20.17656479,26.31612426,41.33071566,20.4067949,94.99386743,5.667492099,106.6062134,pomegranate
37.11331732,24.61200817,34.73943511,19.74356599,99.58505426,5.748889777,103.5951734,pomegranate
19.94967492,7.257365403,43.4567472,19.13561162,92.44432674,6.124723074,115.7746873,pomegranate
10.96115022,9.518077652,44.09784256,23.13330236,92.46086883,6.122949835,103.6810156,pomegranate
39.96679382,18.3085715,42.41823015,19.92012607,90.54166832,5.735151827,111.6399893,pomegranate
3.06845207,27.1395763,37.32576189,25.03822279,87.06562829,7.060421281,104.7450458,pomegranate
8.613830907,15.84456445,35.02541936,24.61737722,88.40472615,6.122027827,107.7009653,pomegranate
30.11339935,19.82630476,39.45776679,23.22576323,92.75888255,6.738962917,109.161135,pomegranate
38.47830257,8.9389252,39.94381704,24.33095577,85.58166491,5.61519663,102.7807232,pomegranate
39.75119586,30.43074328,36.09894301,20.08457488,90.98465073,5.997133871,100.434034,pomegranate
32.50363576,26.04152909,36.26154562,17.60276773,86.2307979,5.646815437,111.4669162,pomegranate
31.64457719,23.38794234,44.40114338,20.8088038,87.53943195,7.0271168,115.6904568,pomegranate
3.822873886,13.91636231,42.68484133,19.57173631,85.70470938,6.262226236,104.6505143,pomegranate
12.43090967,17.20051712,44.16330337,21.70156765,96.98470482,6.813898334,102.843826,pomegranate
40.9239898,25.07758087,38.62457897,22.92902223,94.40277228,6.712945885,107.7002385,pomegranate
7.674087562,28.41537355,37.05296204,23.72699708,85.9375539,6.267150631,111.5523779,pomegranate
94.84838841,95.62594515,44.66140264,28.39460054,77.73176398,6.43577573,88.81617355,banana
102.5642251,93.60174306,49.23864325,27.33670785,85.91990454,5.584073575,98.0395834,banana
112.8417044,92.46989354,55.21183992,26.77415534,82.61635594,6.063923197,109.2104092,banana
83.38936708,79.46246956,54.19530179,28.33327462,81.60819712,6.196658487,92.30189796,banana
76.37872595,77.18826973,48.82114944,26.94905101,79.61795509,5.439113009,107.817088,banana
90.29413478,98.3500754,50.74265989,25.30901432,83.65992339,5.896767635,111.9419808,banana
90.57408622,95.88363638,56.61142836,26.47687382,77.1464966,5.93920564,94.7935586,banana
106.8834584,89.86320747,55.4327903,29.99553708,74.74696849,6.041027269,95.37594744,banana
105.4276902,88.1797518,53.44017213,26.52412298,84.89549471,6.155458635,114.5605798,banana
109.8258578,79.83708275,52.10829621,27.90606461,73.94952687,6.029593752,97.3166127,banana
115.5538071,90.09122153,51.98875672,28.83050085,83.15726504,6.076177551,97.11576302,banana
102.1234468,89.52978621,55.89045103,30.39838043,75.71906955,6.062183871,104.7616074,banana
93.29317784,74.14753425,47.94683195,29.41459171,74.81953381,5.647947508,116.9829662,banana
106.64541,87.29164463,53.75191784,28.41487537,80.51097363,6.011539743,104.5031691,banana
86.88207482,91.91267333,48.54230896,27.48753433,81.8419709,6.760934837,111.5348638,banana
79.7005601,79.3352241,57.17891685,25.38826617,85.32514432,5.403704446,101.5219035,banana
87.00213976,95.43824551,46.76520579,27.17394786,74.932322,6.128874007,114.889668,banana
114.0491825,77.11252166,44.15137578,28.54678204,76.04097639,6.716754703,108.3683705,banana
104.1029537,75.4457659,45.71991817,25.69470108,77.50110549,5.46816087,98.15878726,banana
118.7394043,85.73315857,48.59340211,27.73111879,80.57590453,6.200061241,114.0682625,banana
117.5139981,92.80934373,54.88570275,27.29517094,78.17338765,6.077662429,114.0369037,banana
111.4040955,74.56070402,49.19614892,25.52331141,77.58877504,5.667162821,98.35243146,banana
89.88785038,67.00310865,45.97802709,24.99286045,87.22509018,6.023974222,95.71492285,banana
78.27475906,73.68712206,45.13820193,27.24006639,84.02968809,6.192214999,109.4654099,banana
109.0975697,82.44130767,52.4370228,25.33379701,78.95006347,6.08031702,117.4602535,banana
91.77355994,74.48888811,45.66542128,29.26105703,80.48761594,6.028809532,96.58440685,banana
108.2374778,69.90776559,46.44219782,27.9482864,75.25826419,5.928506532,86.1935753,banana
114.9052351,72.54746833,45.8102069,25.97423075,77.2698809,6.265804685,91.74998544,banana
111.2444666,87.72888386,49.98806124,25.8733584,83.26910956,5.685969975,97.33003606,banana
84.87112269,83.29832674,45.49868643,29.18982834,81.43470761,5.848175859,108.6748572,banana
97.40715821,87.60170216,48.42800891,28.03350247,84.82333224,6.054585237,122.003065,banana
95.14475417,79.39568949,51.3187516,27.11743688,80.87788006,6.421465525,92.90487484,banana
101.5229571,75.55855375,46.95529263,24.31856807,79.23071158,6.225774179,113.7422872,banana
105.7804682,72.96922666,48.07296953,29.85832353,79.63590105,5.870422956,105.5928537,banana
92.64841317,87.28348999,48.76358229,29.9969707,76.07305031,5.461358083,111.1284091,banana
110.7455215,69.90250078,49.21478351,28.42144825,82.44876267,6.231050608,90.74790655,banana
114.8835706,80.71430968,49.33155257,24.87546453,85.61115894,5.8863328,112.0252322,banana
123.0479148,73.57568793,57.42432349,26.29706816,84.90931746,6.091682324,111.4128479,banana
101.2733859,71.87660945,53.02092825,25.17161495,78.50633491,5.608150052,120.8933352,banana
94.96943413,88.17183424,51.56450247,30.50670529,78.77436856,6.537659048,117.7455423,banana
79.19135601,93.43103322,47.68994317,26.8022466,81.19296055,5.908864852,102.121107,banana
102.4254151,72.24794116,50.1440188,26.45230358,75.78807718,6.240403149,120.3648206,banana
103.5022513,88.19454166,50.44002298,30.1185512,82.49208686,6.147991005,111.5561325,banana
95.63711275,79.80887296,52.78311666,28.40231893,78.02600357,5.974872925,105.8273619,banana
107.2555574,86.76856941,52.73114329,28.80349431,80.70588195,6.008565048,112.8827637,banana
81.91427371,78.44537559,47.35822921,25.31460875,85.24249825,5.514767955,110.9486634,banana
108.9902599,72.32908637,52.48415542,27.0390326,76.73443882,5.866379951,115.5878321,banana
85.56917761,85.34380944,51.2558115,26.95350751,78.35738781,5.690235417,115.6438663,banana
84.57708617,99.35570934,49.05308965,25.74884838,78.49066886,5.402274662,105.8830277,banana
122.9551838,91.15730529,46.33113261,28.71545406,81.85496708,6.027042309,115.3371609,banana
104.1711236,69.57213955,45.09659582,29.43004386,81.76599936,6.011522487,93.32854813,banana
112.4919076,84.59233228,56.42450583,26.77467278,79.71411784,5.71363044,94.58750699,banana
99.16990577,75.6759444,51.99433767,25.34524724,78.73060593,6.441424036,106.9908709,banana
89.2647566,80.67306429,47.68346691,27.23689885,74.91003168,6.054797117,102.2764789,banana
98.69639015,73.45529123,47.04454114,28.6411129,82.3114458,5.578042303,104.2708712,banana
106.711202,69.57101615,55.90393489,30.55016343,86.54476427,6.021177344,116.4565053,banana
81.4513804,90.32326491,48.14180736,26.54642071,80.6970966,6.475059097,112.7950014,banana
100.2807737,70.76665629,53.6259039,27.494867,87.44981399,5.665004811,109.7090669,banana
86.99385347,75.35070734,45.17409244,28.67215688,84.62296859,5.970190131,100.8467691,banana
121.6422259,88.74261257,51.06950983,24.68737912,85.65775027,5.704641887,117.4343199,banana
107.5265742,78.6734176,51.95628415,29.39121837,73.31751768,5.921398933,116.0178461,banana
96.79023283,77.49512581,49.98199413,24.97199276,81.48021974,5.726371001,113.6702231,banana
91.71294886,77.77290494,54.93109162,28.8059862,73.23499983,6.142361951,109.7034404,banana
92.88908585,78.93848185,48.20459378,30.07004242,86.49192696,5.837130527,110.9468518,banana
91.88821608,84.5539695,52.17095736,30.12333439,79.68528968,5.58936108,113.7581582,banana
100.8149761,83.97464698,55.96962475,27.49965907,79.58038683,5.695457766,106.4720314,banana
98.99207725,68.77773032,51.59157288,26.31168737,82.42046715,6.345755978,108.0052024,banana
94.06658193,74.91498552,45.58735877,29.83428194,79.42101649,5.741423483,88.27710965,banana
96.55090864,84.47439566,50.9192285,28.06124073,76.59050263,5.810411935,115.3935854,banana
124.3261595,84.43691765,53.33238362,27.50407071,78.77012454,6.016156621,123.6031664,banana
103.1585109,70.87643325,44.80216367,24.23151243,85.16686561,6.357651908,91.77393822,banana
108.4214277,91.03425114,51.9019239,26.09896798,87.48088345,5.721550041,116.2771935,banana
96.51825,82.72823642,50.0190569,26.45659768,80.31713344,6.75726458,92.71451353,banana
106.2728508,83.65825954,54.21781931,30.60086019,75.83780298,5.254029203,94.91806192,banana
97.04230824,73.6455468,44.64298279,25.79655502,77.97833224,5.808366794,112.0539035,banana
94.99412981,81.80653961,47.53766082,26.50800842,83.64716136,5.519765373,88.30886629,banana
91.63686291,91.91883199,55.9142651,26.24326159,78.35979136,6.494636668,96.31288868,banana
88.08861068,80.83997897,55.71780726,26.84394312,76.96969322,6.354088624,91.11191587,banana
114.9070161,84.63219052,52.69313494,25.32186973,77.43857376,6.134705622,97.36568473,banana
100.0810311,91.09937681,43.01619023,29.19509048,77.02821176,5.732722632,94.98658223,banana
100.9537006,91.77470415,47.78289177,29.36322351,75.0737679,6.444286575,104.5649047,banana
81.48878396,78.17977587,47.3911834,30.09210706,85.09341752,5.680708749,97.63421982,banana
88.91477463,83.35589251,55.94504578,27.63111664,82.89642954,5.469165071,93.99026949,banana
98.4777924,89.90467694,49.45037943,27.40233652,80.93625631,6.393227399,96.18143058,banana
103.7526164,75.99587321,44.05841008,28.08885931,79.45352791,6.369041984,90.24767325,banana
102.6350658,71.28206975,51.62475597,27.77968276,80.38844726,6.220694233,87.35339676,banana
102.2500094,71.41259699,52.10756752,25.97560768,85.3305166,5.800884543,99.5479516,banana
94.55589303,84.60985142,47.24733612,29.25630781,85.89363079,5.664161584,115.9306129,banana
94.78594958,71.27134832,47.50021706,27.256389,82.18009472,5.58803955,101.7053701,banana
106.9563198,89.44071228,46.2875439,28.13544385,73.58366346,6.051303775,96.78714661,banana
114.5007276,81.59054965,44.18395921,24.84847954,79.0538445,5.452665463,103.2441338,banana
96.60525253,84.98968877,52.68259317,30.71896439,80.31191634,6.407439959,94.71576035,banana
112.1539722,85.05889633,43.57208606,28.70637694,75.44098928,5.839171736,107.0191597,banana
106.9549265,95.14242365,44.44563131,25.987839,76.65510833,5.636330398,110.9564904,banana
82.25460563,88.56472998,48.57028149,28.37882102,83.84597281,6.214706885,104.7473002,banana
107.548254,95.02815798,48.5614606,26.80173693,84.33641737,6.618549318,86.84155043,banana
94.39755007,83.99062476,52.52057113,29.15775853,73.9507292,5.858621005,99.0564189,banana
109.6865615,70.55181001,53.03706559,28.07347161,79.39500963,5.888477455,97.30882579,banana
84.48952938,74.76901663,52.30248495,26.49335184,81.06432158,6.345464611,87.71242384,banana
114.4415558,84.7075347,51.9540807,30.77811125,76.29688196,5.661675636,95.71558829,banana
1.942381186,41.66153673,26.10324582,30.97331051,46.25202913,5.989460234,90.56169679,mango
39.07118235,24.62462652,32.27064622,31.97936444,52.40008321,4.679907863,100.7714384,mango
20.70314695,25.64552833,27.17698394,27.83665012,48.68887528,5.420377166,94.27360462,mango
24.49550246,21.47572134,24.43389832,33.05782662,44.59683019,5.813604116,92.82140663,mango
0,20.88966477,31.82362245,35.13282322,54.75926631,6.534235303,91.2611402,mango
20.68862987,18.63348598,35.0597458,32.70069679,51.72082806,5.98340177,98.53906075,mango
18.52478828,20.33960495,32.6053212,28.69446521,54.42661635,5.081079167,95.23205951,mango
18.75394149,16.47558858,30.45420416,31.17430715,44.08231111,5.884735671,96.91930573,mango
11.19924506,35.00734298,32.87587531,36.2606033,53.08617854,6.01604085,100.0012504,mango
30.56981219,28.03892296,30.58116042,32.39037299,50.65912013,5.159651108,102.454572,mango
17.96922689,18.91430927,26.34869043,27.91270968,52.02374166,4.967200686,96.25691402,mango
22.82132183,23.42866633,27.75485315,34.42793021,50.55207979,5.110544284,100.6981007,mango
35.30118011,30.85215855,34.5722838,27.17505746,56.29734556,6.982575083,99.89823154,mango
10.65511375,25.80265176,29.10075798,27.58645984,49.07775196,6.577326224,88.80758138,mango
11.92401345,19.74707705,30.5305073,26.33759741,51.02765648,5.699564459,96.27438194,mango
3.13340831,28.56171869,31.72501512,30.99992134,46.70139519,5.981036428,92.85290646,mango
37.11089412,39.85463564,33.49098253,32.41433205,46.17220803,5.539971063,94.31594113,mango
26.78555829,36.59289761,30.3149866,36.39379021,48.44138151,6.222015802,99.32010762,mango
13.53582934,17.45621745,29.4920086,31.15034888,52.63076803,4.973500864,93.40747846,mango
39.48715299,15.28552994,36.64123206,33.67587649,54.85076001,5.16803546,100.2510654,mango
3.819859655,20.2338377,24.34005479,27.81433045,49.04593489,5.817106809,95.7226109,mango
37.22942908,26.02204577,33.21281209,29.04964667,55.78119212,5.304531722,96.14738227,mango
30.20732172,16.67034564,29.85473803,32.31158743,51.93296498,6.813028092,95.8638867,mango
29.2402338,36.65331034,29.30898685,31.23952839,48.0820479,6.063408203,102.4885353,mango
38.89525581,15.63463985,30.13930045,27.54194666,47.53225187,5.10663147,93.84626129,mango
12.4126118,36.29138763,30.39761711,29.69077676,46.55057957,4.722810268,88.0871761,mango
36.83946968,19.08279356,31.1439843,35.8257045,50.30129666,6.013508599,92.17871653,mango
8.362699617,33.57670292,27.60595566,28.61934532,51.71948947,6.341931162,93.6285866,mango
14.47707603,25.84270285,28.24302767,34.39592889,45.925296,4.51110206,87.10685087,mango
34.26288713,16.53278097,24.19551222,31.12140308,48.92595547,6.316599875,92.61877768,mango
10.65342449,37.4569825,31.81839612,26.65962275,50.20734291,6.456371249,99.46601267,mango
32.04165515,29.12775411,33.04349774,30.34213582,47.98603414,6.9918083,89.72370257,mango
12.34790715,31.73843334,26.73857717,34.61546531,52.52495912,5.233439497,98.97045595,mango
11.87861253,33.93992133,27.94135632,33.15036824,44.42909923,6.373271991,98.96893336,mango
5.046104855,16.18686685,31.67210168,34.18827165,48.47878988,4.565966653,101.6909902,mango
1.03214556,28.764612,28.31018863,27.82968709,51.17168991,6.476160959,95.87926704,mango
16.41041814,35.60041862,31.48237739,33.22832826,52.03552079,5.332577727,97.44841251,mango
36.46588124,17.14618205,24.83045753,32.96953925,49.24723208,5.173194277,99.90202889,mango
4.132930889,38.69151252,24.96758814,26.28879567,49.2794187,6.616164468,96.38764737,mango
9.396593749,27.77225421,32.30351277,30.72192825,48.09200647,5.910310621,101.2520481,mango
2.052671544,38.43573519,34.24626501,30.81649345,53.95781109,4.478513362,86.35380846,mango
24.9926871,32.19958274,32.15752968,30.76962022,48.72281395,6.638299907,89.81794648,mango
32.88706135,36.35402613,32.4231352,35.17419819,44.15841128,6.423073329,101.2581677,mango
4.847976747,30.90329357,31.51311844,32.67934809,54.89176911,6.032409753,92.39880382,mango
31.43023833,29.77784759,25.18248453,27.47990367,49.30099164,5.039263658,94.28960316,mango
32.94055784,35.45670248,36.06264426,28.25906751,47.84899342,6.712842188,94.970209,mango
34.57153593,19.04596998,30.81009306,27.78880077,49.16433199,5.044983811,94.72031064,mango
6.983714964,16.96318379,26.71323305,34.24590471,49.23645604,6.555780778,94.42352404,mango
36.15828195,15.45459869,26.87307991,32.52605187,46.20017186,6.451612651,91.87133254,mango
5.067025535,19.58090824,25.97436114,27.46655308,52.40937305,6.171740485,92.93787517,mango
36.79955815,36.23164649,25.75463891,31.58245438,54.41830419,4.573393368,97.76840414,mango
20.63210317,29.78212642,30.79939575,34.23334247,50.70359311,5.192288741,85.97944521,mango
36.89203074,37.01425136,28.34897955,27.42456573,48.5440471,5.865641144,89.66498887,mango
22.42043972,22.87869679,29.1351415,32.14667699,46.84630474,4.595771299,93.52791712,mango
36.00621957,25.96771434,26.85832771,30.6590482,49.15307568,6.852944226,91.68678614,mango
23.12096518,32.43214642,34.44184984,29.59088598,52.7170202,5.317433485,105.3653658,mango
27.28546328,18.23642351,31.17459019,31.55527793,51.27948106,6.09343095,95.87171625,mango
22.72789551,17.76347962,26.20334339,27.37010567,45.80589636,4.858708159,98.09021295,mango
10.61264216,34.44947074,31.55112025,29.32876044,50.37237042,6.877459369,100.4733121,mango
29.18595242,35.19633209,29.38838994,28.33826067,53.28287806,6.630100046,94.74155801,mango
22.46841432,28.27969949,25.82541391,29.04381206,44.08231977,5.15159346,89.92203595,mango
23.9648999,23.51402607,32.44576643,29.10004015,45.06612965,5.528240068,93.04381096,mango
0.972041781,34.75075156,33.34659622,29.6685977,46.55767807,6.285884023,91.01559302,mango
1.982496896,24.86515172,33.36938452,27.63792626,57.11354024,6.713790668,98.14429686,mango
37.58650007,35.89443178,26.08290745,32.04017171,47.54797246,7.009446025,99.12052596,mango
14.81168443,34.245547,26.61799045,27.82054065,56.19806477,5.804931977,93.81914951,mango
2.852790824,18.32416196,30.88513322,30.68517399,47.56233537,6.188192877,94.55955613,mango
7.781776464,39.20488349,33.24616416,30.20756505,46.27700382,4.796735088,94.56370709,mango
34.36094297,31.57047594,33.34174644,32.68174202,49.01136243,5.594205148,86.24647304,mango
13.78109792,29.15907614,32.39443566,37.03632849,49.72188749,7.120439447,96.17634859,mango
17.59117,19.52570975,25.41183709,32.78450021,53.08227031,5.497740723,88.49387273,mango
8.783248468,20.1263899,33.16068422,33.06246382,54.4557433,6.117777458,95.9406107,mango
20.46189031,30.70391695,26.99904914,27.89462269,52.07605623,4.512416752,94.51552536,mango
9.449964632,36.68982915,24.28374085,34.16959662,50.34222868,5.344458465,96.88166732,mango
26.62126486,23.79293365,32.617775,32.34036804,49.81996107,6.710798899,91.92275031,mango
31.67086008,36.57785014,28.94676337,35.12341517,54.46290004,6.65422362,93.59288774,mango
14.65842726,18.43017449,33.864304,32.30269168,47.75560898,4.642759625,87.6080922,mango
38.47812203,16.11729711,34.85379375,33.48468425,50.08611405,6.691866797,89.84580976,mango
26.87344093,26.08763123,34.57231031,33.34179146,50.15629425,6.730265688,99.11975722,mango
0,17.54311672,28.8404354,35.03779689,49.13415295,6.53311581,99.88967134,mango
0.977589157,29.2765215,29.33006963,27.07416666,47.77188685,5.868060151,91.23995539,mango
2.071398117,37.56240274,30.07271128,31.99508664,50.68587771,5.936599432,90.33588091,mango
12.4901075,28.12052877,25.21583799,29.37094123,43.80516516,5.342136082,100.2899106,mango
6.691671879,29.30964505,34.36560279,29.22670229,46.97118318,4.661333841,96.12705015,mango
0,34.65752965,25.54002143,33.45288056,52.56623008,5.248765966,100.2788326,mango
24.80584609,35.55788554,32.0418098,32.89181602,50.42760972,5.585475348,93.52653704,mango
26.80481142,21.85391519,29.95278423,34.09167825,52.47861568,4.833404599,95.31501917,mango
21.94470126,39.26418781,29.91836995,30.56430486,53.35932344,5.721957476,99.18745097,mango
21.39008413,18.35615671,29.5334411,32.00973283,48.77683062,6.0845609,92.11904048,mango
28.7362832,21.9429787,28.34469307,29.83406464,50.88840497,5.93996756,100.3377937,mango
7.267282491,29.94114492,26.69411806,30.78222117,47.38526381,6.593102173,92.70264285,mango
30.11573965,33.82280339,25.93292664,33.31838755,54.03310924,5.989037204,87.98663801,mango
7.651181631,36.41525273,34.24443095,26.93944353,53.30412448,6.365542432,98.04027192,mango
40.23810706,16.13757756,27.02283037,36.19164274,50.34024291,4.992119563,95.41173895,mango
39.22875023,23.74522361,24.00526119,28.00789072,49.4519502,5.574051796,95.2456978,mango
18.2523031,37.07415049,25.04495504,30.12709828,48.58657531,4.668272462,96.00971445,mango
21.20940888,20.98464596,28.67690151,29.04971174,51.18871761,5.402259077,104.4052293,mango
20.97880529,18.4862523,33.81349442,29.79708445,49.96788968,6.667697329,91.97557094,mango
31.19664678,20.96104384,28.76060434,32.67529682,52.53997549,6.281208196,93.92322266,mango
17.17694844,25.05813135,31.90611076,34.07544001,46.86766128,5.371908036,95.51443559,mango
23.51960956,132.9028836,197.2241396,28.72056498,78.01935306,5.902992439,65.36522017,grapes
12.39978683,136.8705099,205.1326653,29.5766494,82.41304646,6.311787981,65.48197626,grapes
21.49591551,120.0012585,210.4611695,33.46773517,84.45459718,5.759005293,70.0715585,grapes
34.66982378,124.9909556,198.9061457,39.27599821,82.46509015,6.200538581,68.766927,grapes
23.7731565,130.5487301,199.8390877,21.78510565,84.98443877,6.004416492,67.94517521,grapes
1.901105996,118.764996,199.8555181,39.43324186,82.91894235,6.365451517,69.31414953,grapes
36.61833291,145.8150721,204.1071305,16.14270559,84.9261226,5.969700838,67.39127263,grapes
10.4773895,120.4240843,201.9260408,12.18427315,84.10276038,5.84135219,72.29913519,grapes
5.895476852,123.7876316,193.1215803,12.70757934,82.10684417,5.994415866,69.41674818,grapes
17.46887605,131.8394004,201.102642,37.49026238,84.03384505,6.443912197,72.92446405,grapes
25.0136457,125.7743038,201.1354821,41.02486439,83.1435083,5.385933386,78.43670511,grapes
25.95586325,149.5537186,208.3327383,9.847228391,80.47043057,5.761744339,65.16315747,grapes
9.418551511,119.2872371,207.6254039,30.02020779,77.35544248,5.563426612,65.7290736,grapes
16.18505514,141.2398034,198.2919153,17.5617539,83.85287094,6.484073416,65.86135459,grapes
32.09484992,147.9620397,209.6018783,8.999595241,84.1453081,5.578446191,66.01634385,grapes
21.51084695,138.0575814,195.9024282,26.70008894,81.75685374,5.957302811,73.54354622,grapes
31.05984793,140.5515525,192.3989229,10.52421265,84.2962129,5.830789024,67.31594312,grapes
2.864444053,140.6392368,195.340379,18.23708913,82.60622637,6.161475302,70.36758847,grapes
27.47809909,127.241111,192.7517927,20.22468392,83.22200439,5.573527238,67.60079458,grapes
3.845259605,132.4543536,204.6225013,29.96389547,82.68532079,5.955127411,65.93772199,grapes
37.39903146,139.1581805,202.2182216,35.38330321,83.56599698,5.519302326,73.78068374,grapes
36.13509122,136.2996884,205.1090644,20.44430796,78.50940099,6.07894687,64.1913708,grapes
35.09706513,127.4789934,207.4150409,25.41364577,85.70838398,6.217617196,65.7977044,grapes
25.30030008,125.7043963,198.206521,29.41337893,81.12355522,5.378754442,68.24577682,grapes
15.11767275,121.4118132,190.7727197,18.62023592,77.48118494,5.353803141,70.61023132,grapes
24.92019569,140.2225051,199.2434624,11.82954767,81.94794499,5.795146964,72.00675578,grapes
13.4350379,134.7751613,196.6027188,23.45183671,78.43317156,6.397676134,75.09850432,grapes
4.954546693,126.1008415,204.3397494,12.97115115,81.64513618,6.571391578,67.90306462,grapes
30.73439102,114.5483119,195.7287065,36.53280849,80.10936118,6.212685887,64.49072528,grapes
22.32186448,146.6831002,204.0779186,40.68377083,81.68941372,5.765215301,66.15695312,grapes
25.60620351,134.0859446,208.1427376,33.36118024,82.64158914,5.864555294,74.1681075,grapes
7.031992823,127.5844598,210.7290129,16.07116282,83.25955321,5.714029102,75.60345414,grapes
31.39666071,144.6767364,193.838263,35.03177211,81.13114991,6.270314236,63.6239135,grapes
8.833773247,137.3300172,192.838066,21.2697438,80.15315097,5.931386261,69.30210022,grapes
19.35773568,139.7922563,194.0047699,11.09209057,79.24719215,6.146161306,69.89952343,grapes
33.3890317,131.6829785,203.2941601,16.3479166,84.89529018,6.676315953,70.65417222,grapes
2.968541577,128.2578926,204.0235988,21.11939517,77.60495403,5.880324358,72.53011372,grapes
38.79837766,140.0766326,203.111245,25.675385,81.32659992,6.593596274,70.57118543,grapes
14.67627839,134.9917224,190.83951,34.84330845,80.16980024,5.704632846,70.39255633,grapes
19.74607831,127.2527771,203.8942622,11.35005804,83.10129407,6.66988242,66.53212476,grapes
40.31302349,120.0557933,207.3393565,11.40471864,80.19662184,5.879883772,73.67556801,grapes
35.3064597,131.129051,213.3711963,24.14903585,81.78273218,5.546371852,68.66963664,grapes
11.31341129,130.8083382,193.1551333,15.78487601,80.78243805,5.973089257,77.37036991,grapes
0,138.3935391,199.0388754,21.66077701,83.97447695,6.489692651,63.95347251,grapes
18.8883194,121.5280636,198.3583916,35.15783865,83.73791914,6.312261873,65.05024819,grapes
31.5387123,137.7858881,190.1993452,31.71662878,81.7469092,5.88699565,67.9887512,grapes
4.013435384,132.7235971,195.9348452,28.40752621,77.92256578,6.122658351,75.02947751,grapes
38.56691763,145.3614229,192.3601024,42.22561351,82.52823647,5.772214639,67.73878562,grapes
7.644139335,124.9020648,194.9174047,26.79086788,86.97664848,5.860651635,71.37710248,grapes
40.68632047,134.3442423,199.4383819,20.25216919,81.14446016,6.180012045,74.95349476,grapes
33.57397174,117.7143506,202.2356077,10.01927006,81.64403757,5.916197507,64.95967173,grapes
12.58443794,143.4233219,204.5539535,29.83613076,79.35803781,5.835520133,64.65902319,grapes
8.333140386,137.9360202,192.3858389,21.03244926,82.30639377,6.263749785,74.67835482,grapes
8.235452972,139.1856805,207.8505941,29.14473847,81.33392988,6.167819812,67.68653405,grapes
20.13470537,131.6981251,208.675651,10.67951206,79.42727807,6.121558126,62.04009196,grapes
38.48905498,135.9238946,185.767989,14.33351349,79.30351663,6.264021237,73.85737628,grapes
37.4720224,132.9511739,208.691823,14.70882164,84.57719212,6.470214472,73.69499148,grapes
18.373506,118.4420591,191.5522634,18.30283902,79.96155789,5.774996056,73.0824313,grapes
21.07378069,144.0475486,210.7248006,18.47770973,83.22138153,6.202490301,68.52098341,grapes
16.44301199,131.3919384,191.0681889,39.95229686,80.09850139,6.188300679,67.98982129,grapes
31.38799687,144.0169181,204.8874569,32.2280831,80.38822287,5.676622387,70.96578844,grapes
22.13548295,129.8629401,193.9343874,22.66649378,83.96995934,6.078957911,69.23992361,grapes
31.54843011,133.8676857,198.319668,41.52115606,77.85336409,6.125440912,73.47402695,grapes
35.93840509,139.5655929,197.2477633,11.73465684,80.34887336,5.360306129,74.35480137,grapes
14.26026997,141.0008905,201.6521079,13.58204504,84.33907191,5.832071934,66.78877795,grapes
38.20058747,134.2176017,202.7967824,35.8626298,81.76531334,5.741519749,74.58575226,grapes
40.85509307,121.7474554,207.4156843,26.61740372,84.35114411,6.137846791,66.56777271,grapes
41.86569411,138.3361402,204.0095907,23.35179014,79.79814245,6.218712247,68.48017538,grapes
29.60727113,138.2817221,211.8788792,29.65944925,82.28719089,5.630882623,69.14584924,grapes
33.34461174,122.7774116,189.5506881,38.89581248,83.14221241,6.230631237,70.40063491,grapes
5.919453012,142.6681291,205.0764,18.15894006,80.91817097,6.386913622,72.65749337,grapes
8.221663388,117.244114,196.9959476,24.34602,84.11202973,6.249915135,73.01000808,grapes
33.44861732,129.8581017,196.1017322,14.65229633,80.02851119,5.789171984,73.66314279,grapes
33.85754068,133.8321461,189.1912299,22.07862438,83.02661358,6.369002809,69.83251326,grapes
